Название товара|Артикул|Параметр|Значение параметра
Хомут полиамидный черный 3.6х200| 0502131|Артикул|0502131
Хомут полиамидный черный 3.6х200| 0502131|Материал|Полиамид — PA 6.6
Хомут полиамидный черный 3.6х200| 0502131|Цвет|Черный
Хомут полиамидный черный 3.6х200| 0502131|Ширина|3,6 мм
Хомут полиамидный черный 3.6х200| 0502131|Длина|200 мм
Хомут полиамидный черный 3.6х200| 0502131|Диаметр пучка, мин./макс.|1.6-40 мм
Хомут полиамидный черный 3.6х200| 0502131|Термостойкость, мин./макс.|-40 ­ 85 °C
Хомут полиамидный черный 3.6х280| 05021351|ШтрихКод|4045989229062
Хомут полиамидный черный 3.6х280| 05021351|Артикул|05021351
Хомут полиамидный черный 3.6х280| 05021351|Материал|Полиамид — PA 6.6
Хомут полиамидный черный 3.6х280| 05021351|Цвет|Черный
Хомут полиамидный черный 3.6х280| 05021351|Ширина|3,6 мм
Хомут полиамидный черный 3.6х280| 05021351|Длина|280 мм
Хомут полиамидный черный 3.6х280| 05021351|Диаметр пучка, мин./макс.|1.6-75 мм
Хомут полиамидный черный 3.6х280| 05021351|Термостойкость, мин./макс.|-40 ­ 85 °C
Хомут полиамидный черный 4.8х178| 0502141|ШтрихКод|4038898287452
Хомут полиамидный черный 4.8х178| 0502141|Артикул|0502141
Хомут полиамидный черный 4.8х178| 0502141|Материал|Полиамид — PA 6.6
Хомут полиамидный черный 4.8х178| 0502141|Цвет|Черный
Хомут полиамидный черный 4.8х178| 0502141|Ширина|4,8 мм
Хомут полиамидный черный 4.8х178| 0502141|Длина|178 мм
Хомут полиамидный черный 4.8х178| 0502141|Диаметр пучка, мин./макс.|1.6-40 мм
Хомут полиамидный черный 4.8х178| 0502141|Термостойкость, мин./макс.|-40 ­ 85 °C
Хомут полиамидный черный 4.8х280| 0502151|ШтрихКод|4038898287469
Хомут полиамидный черный 4.8х280| 0502151|Артикул|0502151
Хомут полиамидный черный 4.8х280| 0502151|Материал|Полиамид — PA 6.6
Хомут полиамидный черный 4.8х280| 0502151|Цвет|Черный
Хомут полиамидный черный 4.8х280| 0502151|Ширина|4,8 мм
Хомут полиамидный черный 4.8х280| 0502151|Длина|280 мм
Хомут полиамидный черный 4.8х280| 0502151|Диаметр пучка, мин./макс.|1.6-75 мм
Хомут полиамидный черный 4.8х280| 0502151|Термостойкость, мин./макс.|-40 ­ 85 °C
Хомут полиамидный черный 7.8х360| 0502181|ШтрихКод|4045989229109
Хомут полиамидный черный 7.8х360| 0502181|Артикул|0502181
Хомут полиамидный черный 7.8х360| 0502181|Материал|Полиамид — PA 6.6
Хомут полиамидный черный 7.8х360| 0502181|Цвет|Черный
Хомут полиамидный черный 7.8х360| 0502181|Ширина|7,8 мм
Хомут полиамидный черный 7.8х360| 0502181|Длина|360 мм
Хомут полиамидный черный 7.8х360| 0502181|Диаметр пучка, мин./макс.|1.6-100 мм
Хомут полиамидный черный 7.8х360| 0502181|Термостойкость, мин./макс.|-40 ­ 85 °C
Хомут полиамидный черный 7.8х540| 05021901|ШтрихКод|4038898213628
Хомут полиамидный черный 7.8х540| 05021901|Артикул|05021901
Хомут полиамидный черный 7.8х540| 05021901|Материал|Полиамид — PA 6.6
Хомут полиамидный черный 7.8х540| 05021901|Цвет|Черный
Хомут полиамидный черный 7.8х540| 05021901|Ширина|7,8 мм
Хомут полиамидный черный 7.8х540| 05021901|Длина|540 мм
Хомут полиамидный черный 7.8х540| 05021901|Диаметр пучка, мин./макс.|25-150 мм
Хомут полиамидный черный 7.8х540| 05021901|Термостойкость, мин./макс.|-40 ­ 85 °C
Хомут полиамидный черный 7.8х750| 05021813|ШтрихКод|4045989086740
Хомут полиамидный черный 7.8х750| 05021813|Артикул|05021813
Хомут полиамидный черный 7.8х750| 05021813|Материал|Полиамид — PA 6.6
Хомут полиамидный черный 7.8х750| 05021813|Цвет|Черный
Хомут полиамидный черный 7.8х750| 05021813|Ширина|7,8 мм
Хомут полиамидный черный 7.8х750| 05021813|Длина|750 мм
